"keyword","impression","click","cost","ranking","conversion"
"长沙特价飞机票",258,3,1.85,7.67,0
"济南特价机票",24,1,1.07,7.75,1
"深圳机票查询",71,2,2.55,4.78,0
"预定深圳特价机票",117,1,0.97,6.33,0
"三亚飞机",606,6,2.63,6.51,0
"预订优惠机票",4925,66,53.84,10.32,2
"深圳机票",133,8,4.88,8.77,0
"上海-预订机票",791,19,11.75,6.77,1
"去哪儿特价机票",611,2,1.26,8.18,0
"哈尔滨机票价格",39,1,0.44,9.6,0
"上海打折机票",28,2,1.85,3.62,0
"天津订机票",49,1,0.64,8.24,0
"打折机票网",674,18,11.35,7.56,0
"天津航班查询",178,1,0.55,7.44,0
"珠海飞机票",84,1,0.64,6.86,0
"民航机票",30,2,1.49,3.63,0
"南昌的飞机",50,1,1.1,7.73,0
"广州-机票价格",19,1,0.79,8.06,0
"哈尔滨订票",15,1,0.63,6.09,0
"预定便宜机票",480,21,13.82,8.22,1
"包头机票",83,1,0.49,7.21,0
"成都打折机票",20,1,1.21,4.81,0
"特惠机票",2146,49,30.74,9.19,3
"深圳机票预订",546,8,4.32,9,3
"昆明-特价机票",686,21,13.46,7.99,0
"上海打折机票",23,1,0.85,9.94,0
"长沙特价飞机票",124,5,3.37,7.15,0
"机票预订",3190,8,4.29,12.39,1
"机票查询携程网",951,6,2.78,10.98,0
"廉价机票",259,25,25.88,4.72,1
"烟台航班时刻表",62,2,1.16,3.68,0
"大连机票",37,3,2.69,4.31,0
"广州飞机时刻表",35,1,0.7,4.03,0
"昆明的航班",87,1,0.63,5.58,0
"北京-飞机票",472,4,3.16,6.97,0
"深圳机票查询网",3,1,1.01,4.5,0
"网上怎么订机票",146,1,0.45,11.24,0
"太原航班",135,1,0.47,6.49,0
"五一特价机票查询",2,1,1.16,5,0
"天津机票查询",4,1,0.62,5,0
"哪个网机票最便宜",12,1,0.44,2.75,0
"怎样买厦门机票最便宜",4,1,1,7,0
"呼和浩特机票多少钱",17,1,0.66,5.08,0
"特价机票价格查询",280,14,11.49,6.86,0
"定机票-南京",15,1,0.47,6.75,0
"厦门机票预订",11,1,0.56,8.17,0
"哪个网站的机票便宜",11,1,0.39,5.5,0
"网上机票",6451,155,128.23,6.58,2
"途牛机票查询",3,1,0.57,1,0
"儿童机票价格",104,6,4.67,5,0
"南通飞机票",8,2,1.26,5,1
"三亚飞机",449,4,1.46,7.43,0
"便宜机票网",51,2,0.8,9.08,0
"沈阳打折机票查询",8,2,1.2,8.5,0
"机票价格怎么算",68,1,0.48,3.9,0
"预订机票",941,16,11.85,8.34,3
"乌鲁木齐航班订票",4,1,0.3,8,0
"飞机票票价查询",118,1,0.45,9.96,0
"三亚-特价机票",15,1,0.61,6.22,0
"西安飞机票",13,2,1.39,4.8,0
"深圳飞机时刻表",76,2,1.39,5.68,0
"途牛特价机票",2,1,0.41,2,0
"北京-特价机票",219,16,15.1,5.48,1
"五一机票打折吗",9,1,1.1,1.8,0
"春运机票",81,4,2.55,4.89,0
"特价南京机票",9,1,0.64,7.5,0
"乌鲁木齐特价飞机票",495,7,4.5,7.53,0
"海口特价机票",156,2,1.39,8.75,0
"春节打折机票",38,7,6.58,5.79,0
"哪个网站订机票安全",13,1,0.34,6.55,0
"折扣机票网",512,4,1.99,8.45,1
"北京特价机票查询网",556,12,10.14,4.44,0
"重庆机票订购",10,1,0.65,10.25,0
"订机票-深圳",380,13,8.49,7.27,0
"特价飞机票",324,13,8.55,7.08,0
"上海订机票",172,2,1.42,10.26,0
"特价成都机票查询",96,2,1.46,8.83,0
"特价机票价格查询",117,19,21.77,5.53,0
"广州定机票",19,1,1.08,7.4,0
"郑州便宜飞机票",212,2,1.74,8.59,0
"北京订打折机票",5,1,0.64,3,0
"武汉打折机票",6,1,0.59,4.5,0
"国内特价机票查询",104,1,0.49,9.53,0
"上海特价飞机票",4,1,0.68,2.33,0
"上海的飞机",355,2,1.1,5.78,0
"特价机票预订",116,7,5.79,8.04,0
"厦门机票预订",22,1,0.75,8.16,0
"海口机票",25,3,2.18,5.65,0
"哈尔滨机票",118,1,0.55,9.07,0
"北京-折扣机票",16,1,0.88,6.55,0
"烟台飞机票查询",171,6,5.54,6.04,0
"武汉-机票",481,2,1.92,6.76,0
"购机票",907,46,35.95,8.32,1
"定飞机票的网站",8,1,0.5,6.6,0
"打折机票价格",222,3,2.95,7.88,0
"银川机票",129,4,2.88,7.66,0
"杭州飞机票价",60,1,0.79,8.62,0
"春运机票",142,5,3.11,5.38,0
"南京打折机票",34,1,0.3,9.42,0
"最便宜的机票",23,4,2.52,5.53,0
"西安飞机票价",28,1,0.53,7.74,0
"哪里机票便宜",7,1,0.49,7.4,0
"去哪儿网特价机票",2782,3,1.35,10.23,0
"深圳-飞机票",263,2,1.57,8.83,0
"烟台飞机票价",22,1,0.58,5.94,0
"订机票-深圳",339,7,5.1,8.72,0
"长沙飞机票预定",6,1,0.85,3,0
"途牛特价机票网",3,1,0.46,1,0
"特价机票查询网",265,33,34.2,3.97,1
"全国飞机票查询",137,1,0.48,9.6,0
"烟台特价机票查询",46,1,0.92,7.79,0
"哪些网站订机票便宜",8,2,0.91,4.33,0
"珠海的飞机",36,1,0.53,5.87,0
"机票价格",1200,13,12.48,11.02,0
"东营机票",10,1,0.7,5.71,0
"杭州航班价格",6,1,0.72,8,0
"杭州特价机票",51,1,0.96,4.71,0
"武汉特价飞机票",203,4,2.5,7.97,0
"广州到西双版纳飞机票",8,1,1.4,3.67,0
"途牛网-机票",6,1,0.5,1.33,0
"银川飞机票",88,1,0.44,8.06,0
"飞机票查询网",12,1,0.81,9,0
"预订特价机票",215,2,1.39,7.82,0
"哪个网站订机票可靠",10,1,0.48,5.25,0
"三亚定机票",2,1,0.57,3,0
"特价机票查询网",1104,31,20.24,7.04,5
"往返特价机票",106,3,1.94,10.17,0
"昆明飞机",499,1,0.51,6.37,0
"呼和浩特特价机票",58,4,2.88,7.09,0
"南昌的飞机",178,1,0.75,7.28,0
"北京打折机票网",6,1,0.8,5.5,0
"北京飞机",603,8,9.61,3.82,0
"深圳的飞机",196,1,0.53,6.1,0
"广州便宜机票",10,2,1.95,1.86,0
"途牛网机票",108,20,8.87,1.27,2
"自助游网站",51,1,0.98,8.72,0
"厦门特价机票",41,2,1.5,8.21,0
"特价机票预订",132,6,5.27,7.16,0
"买便宜机票",7,1,0.56,7.67,0
"广州航班时刻表",151,3,2.03,5.77,0
"飞机票哪里最便宜",16,1,0.34,6.63,0
"广州-打折飞机票",652,37,35.97,6.16,1
"济南特价机票",80,2,1.19,6.87,0
"厦门机票预定",583,9,3.9,9.34,1
"西安的飞机",241,2,1.52,5.85,0
"南京特价飞机票",72,2,1.36,7.61,0
"天津飞机票订票官网",5,1,0.88,6.5,0
"机票酒店",11,1,0.7,2.1,0
"沈阳飞机票查询",136,1,0.62,10.7,0
"五一-飞特价机票",6,1,1.31,4,0
"最低折扣机票",52,4,3.9,3.98,0
"三亚机票",59,1,0.92,6.16,0
"五一飞机票价格",10,1,1.2,4.67,0
"广州低价机票",31,1,0.66,10.07,0
"太原机票-价格",16,1,0.53,7.82,0
"携程网机票查询",37455,29,13.76,6.57,0
"厦门机票预定",820,19,8.1,8.21,0
"郑州的飞机票",80,1,0.48,8.72,0
"福州飞机票",4,1,0.72,6,0
"沈阳机票预订",8,1,0.65,11.8,0
"机票订票官网",7,1,0.49,9.5,0
"飞机票打折查询",184,2,0.91,10.84,1
"特价机票网可靠吗",104,14,6.84,2.53,0
"厦门航班时刻表",62,1,0.6,4.22,0
"广州-机票查询",27,1,0.82,11.96,0
"上海航空公司官网订票",9,1,0.69,3.5,0
"买飞机票的网站",88,2,0.9,7.45,0
"特价机票查询网",679,11,6.59,8.06,0
"广州白云机场机票",6,1,0.78,4.67,0
"沈阳特价机票",12,2,1.3,7.9,0
"深圳特价机票",192,4,2.83,9.46,0
"机票查询",21346,202,89,9.94,6
"飞机票打折",512,8,2.83,10.46,1
"三亚飞机票查询",9,1,0.65,6.2,0
"三亚订机票",4,1,0.61,4,0
"厦门打折机票",62,2,1.46,8.15,0
"杭州机票预订",57,1,0.96,6.98,0
"包头特价机票",15,2,1.42,8.83,0
"订机票的网站",87,2,1.71,7.48,0
"什么网站机票最便宜",20,3,1.39,5.63,0
"天津特价飞机票",168,3,2.31,6.3,0
"特价飞机票网上订票官网",152,1,0.45,12.37,0
"特价机票价格",798,13,10.4,6.77,0
"上海特价机票",36,3,2.68,10.32,0
"飞机票的查询",33,1,0.48,10.22,0
"网上订机票",1181,14,8.83,9.61,0
"南京飞机票",1031,10,6.58,8.15,0
"三亚机票价格",51,1,0.62,8.35,0
"定机票网",68,1,0.5,7.81,0
"北京机票打折",96,2,1.46,9.22,0
"海口便宜机票",24,1,0.53,7.24,0
"杭州特价机票",101,2,1.35,7.91,0
"贵阳机票",43,1,0.45,8.67,0
"飞机票预订",3197,29,22.98,9.59,0
"北京打折机票预订",7,1,1.01,5.33,0
"特价机票-去哪儿",721,2,0.9,9.52,0
"大连低价机票",30,1,0.79,8.81,0
"西安航班查询",288,4,2.03,5.12,0
"春节-机票",11,1,1,3.9,0
"什么网买机票便宜",3,1,0.54,5,0
"儿童机票怎么买",61,5,3.73,3.39,0
"打折杭州机票",12,1,0.61,6,0
"哪个网站飞机票便宜",17,2,0.94,7.5,0
"悠哉旅游网",1840,1,0.76,4.95,0
"深圳特价飞机票查询",42,1,0.69,9,0
"五一-打折机票",12,1,1.31,2.5,0
"西昌机票",6,1,0.36,6.5,0
"特价机票网",160,3,1.47,10.42,0
"昆明特价机票",35,6,7.88,4.36,0
"昆明的飞机票",130,1,0.51,10.03,0
"济南飞机票查询",86,1,0.68,8.76,0
"海口飞机",152,1,0.7,7.13,0
"特价长春飞机票查询",15,1,1.1,4.92,0
"厦门机票预定",538,4,1.9,9.68,0
"打折机票攻略",9,2,0.89,9,0
"太原的飞机票",39,1,1.01,10.3,0
"2013年春节机票",8,1,0.96,1.5,0
"机票价格查询",1478,9,3.97,11.34,0
"去哪网机票查询",4164,5,1.79,8.51,0
"长沙飞机票预定",10,1,1.15,3.5,0
"三亚-机票",7,1,0.47,4.33,0
"三亚打折机票预订",4,1,0.57,3,0
"预订深圳机票",337,5,3.9,7.21,0
"飞机票什么时候便宜",12,1,0.5,4.25,0
"机票预订",6858,47,23.09,11.44,0
"郑州航班查询",254,2,1.32,7.48,0
"特价南京飞机票",8,1,0.77,10.25,0
"网上机票",712,11,9.8,8.08,0
"特价机票查询网",586,10,6.2,8.54,0
"2013年五一特价机票",7,1,1.04,1.5,0
"查机票价格",7,1,0.47,11.4,0
"海口机票网",15,1,0.65,8,0
"昆明-特价机票",575,16,10.54,10.05,0
"十一放假安排-2013",18433,7,3.24,1.02,0
"买机票最便宜的网站",162,2,0.79,9.54,0
"昆明机票",40,1,0.63,8.62,0
"网上订飞机票",68,1,0.45,11.63,0
"南京机票预定",67,2,0.81,8.17,0
"十一去哪旅游好",666,1,0.3,9.3,0
"定机票的网站",20,1,0.48,9.5,0
"订机票网",6,1,0.78,9.33,0
"三亚特价机票",173,5,2.33,7.12,0
"三亚机票",77,3,2.12,7.1,0
"十一去哪旅游比较好",11,1,0.3,9,0
"特价机票预订",350,24,17.09,5.18,1
"长春飞机票",24,1,0.3,7.14,0
"如何买低价机票",7,1,0.4,6.67,0
"三亚飞机票预订",5,1,0.65,7,0
"济南的飞机",186,2,1.06,6.66,0
"特价广州飞机票",35,3,2.13,8.82,0
"广州飞机",212,4,3,4.33,0
"武汉特价机票网",4,1,0.63,5,0
"买飞机票",297,4,1.92,9.81,0
"成都特价飞机票",210,1,0.79,9,0
"南京机票特价",82,1,0.67,9.23,0
"飞机票打折",353,3,1.06,11.35,0
"上海飞机票",1026,16,6.36,9.45,2
"哈尔滨订机票-电话",35,1,0.77,10.52,0
"深圳机票预订",247,1,0.55,9.4,0
"西安机票",115,1,0.69,8.77,0
"大连机票查询",18,1,0.6,12.93,0
"购机票",66,1,0.9,10.65,1
"飞机票价格查询",198,3,1.81,10.09,0
"呼和浩特特价机票查询",32,1,1.1,8.44,0
"机票订购网",70,2,2.16,7.63,0
"特价机票价格查询",205,15,10.08,7.09,0
"订机票",326,1,0.67,11.88,1
"预订廉价机票",34,3,3.17,3.34,0
"武汉特价飞机票",181,2,1.42,7.37,2
"三亚航班",106,1,0.63,6.77,0
"特价飞机票",7631,119,66.41,9.83,7
"携程订机票",45,2,0.94,9.74,0
"海口的机票",17,1,0.73,8.07,0
"北京优惠机票",8,2,3.47,2.67,0
"北京特价机票",332,4,3.09,6.94,0
"预定便宜机票",3166,62,36.7,9.02,1
"武汉机票查询",176,1,0.68,8.3,0
"三亚特价飞机票",235,8,5.14,8.65,0
"济南飞机",324,4,2.3,5.22,0
"三亚打折机票预定",8,3,1.71,4.6,0
"北京机票票价查询",78,2,1.58,7.05,0
"深圳飞机",1684,14,9.71,6.43,1
"哈尔滨特价机票",80,2,1.44,10.73,0
"哈尔滨航班查询",215,1,0.66,7.01,0
"机票哪便宜",7,1,0.5,5.5,0
"jipiao",742,2,1.39,4.81,0
"广州特价飞机票查询",40,1,1.1,8.43,0
"大连航班时刻表",32,1,0.95,4.03,0
"北京机票预订网站",3,1,0.96,2,0
"哪个网站订机票最便宜",88,1,0.65,5.96,0
"昆明机票",91,2,1,9.12,0
"海口定机票",8,1,0.6,8.4,0
"太原的航班",132,2,0.93,7.18,0
"三亚飞机票查询价格",11,1,1.09,5.64,0
"端午节低价机票",8,1,0.78,3,0
"上海-飞机票",230,1,0.79,10.52,0
"沈阳订票",47,1,0.63,1.55,0
"长沙-飞机票",165,1,0.83,6.81,0
"成都机票价格查询",43,1,0.62,10.86,0
"北京特价机票网",16,3,2.2,3.21,0
"三亚机票",111,2,1.22,8.2,0
"北京机票多少钱",80,1,0.65,9.3,0
"什么网站订机票便宜",24,1,0.34,7.81,0
"郑州的飞机",127,3,1.93,7.63,0
"北京的机票",151,2,1.81,9.48,0
"2013年春节机票预订",7,2,1.95,2,0
"飞机票打折",354,9,3.12,11.12,1
"长沙飞机票预订",8,2,2.18,5,0
"海口航班",276,2,1.09,7.05,0
"上海到黄山",291,1,0.73,7.12,0
"北京机票打折",34,2,1.54,7.41,0
"大连特价机票",53,2,1.92,5.08,0
"南京机票",14,2,1.73,8.25,0
"订机票",2388,100,43.4,7.82,3
"重庆特价机票",36,1,0.77,10.06,0
"青岛机票",34,1,0.69,9.31,0
"上海机票",58,1,0.96,9.15,0
"西双版纳的飞机",37,2,1.28,4.82,0
"网上订机票怎么订",25,1,0.5,10.86,0
"特价机票网怎么样",6,1,0.4,2.5,0
"三亚便宜机票",45,6,4.18,6.5,0
"最便宜的机票",31,3,2.1,5.12,0
"买机票网站",22,1,0.48,6.47,0
"2013春节特价机票",22,2,1.45,2.56,0
"武汉的机票",174,2,1.24,7.14,0
"机票最便宜",16,1,0.89,3.5,0
"上海的机票",59,1,0.53,8.24,0
"五一机票打折吗",8,1,0.54,3,0
"长沙机票打折",6,1,0.84,8.33,0
"机票预订网站",41,6,6.34,7.46,0
"西安的航班",42,1,0.53,5.18,0
"天津航班时刻表",193,7,4.22,4.47,0
"大连飞机时刻表",48,1,0.53,5.78,0
"最低机票网",14,1,0.34,9.67,0
"上海飞机时刻表",171,2,1.33,6.17,0
"成都-飞机票",29,1,0.59,8.61,0
"深圳打折机票",36,2,1.57,6.26,0
"民航机票",28,5,3.93,3.73,0
"北京航班查询",91,1,1.07,5.96,0
"北京-机票",5,1,0.55,5,0
"南京-机票",3,1,1.01,5.67,0
"民航特价机票",9,7,3.94,8,0
"五一机票",161,7,6.64,7.14,0
"飞机票查询",11837,38,20.75,10.51,0
"济南飞机票",13,1,0.75,8.75,0
"北京定机票",31,1,0.7,6.87,0
"儿童坐飞机票价",105,9,7.27,1.76,0
"机票预订",6784,180,217.15,7.73,10
"三亚飞机票查询",18,1,0.77,7.71,0
"南昌飞机时刻表",51,1,0.76,5.85,0
"泸州机票",7,1,0.75,6.67,0
"酷讯特价机票",1839,3,0.9,8.89,0
"哪个网机票最便宜",25,6,2.84,3.72,0
"三亚机票",98,5,3.39,5.47,0
"机票网上订票官网",95,1,0.46,8.96,0
"春节便宜机票",5,1,0.84,3.33,0
"北京打折机票预订",14,1,0.93,6.6,0
"机票预订网",722,14,13.86,9.72,0
"延吉特价机票",5,1,0.75,4.5,0
"打折机票",3382,62,36.99,8.64,1
"特价呼和浩特飞机票",8,3,3.1,5.33,0
"最低折扣机票",45,1,0.68,10.58,0
"南通机票",5,1,0.63,5,0
"途牛网机票预订",104,58,25.02,1.88,24
"预定优惠机票",35,2,1.32,8.94,0
"杭州低价机票",73,1,0.77,6.26,0
"厦门飞机票",13,1,0.45,9.33,0
"长沙订机票",12,1,1.14,1.5,0
"哈尔滨机票价格",61,1,0.74,6.41,0
"黄山机票",13,1,0.68,8.33,0
"途牛特价机票",6,1,0.49,1,0
"网上便宜往返机票",18,1,0.88,3.67,0
"北京到海拉尔特价机票查询",2,1,1.05,4,0
"网上低价往返机票",227,19,14.49,6.97,0
"呼和浩特机票",58,1,0.53,5.47,0
"哪个网机票最便宜",12,2,0.86,6,0
"郑州机票查询",45,1,0.74,10.28,0
"安庆机票",6,1,0.75,4,0
"桂林特价机票",9,1,0.75,8.5,0
"订机票-网站",62,1,0.5,4.07,0
"网上订购飞机票",180,2,1.18,7.82,0
"长沙飞机票",74,2,1.29,8.99,0
"郑州特价飞机票",97,2,1.21,8.37,0
"上海航班时刻表",160,1,0.63,6,0
"廉价机票",87,3,2.05,7.64,0
"深圳打折飞机票",6,1,0.83,3.5,0
"青岛机票",25,2,1.27,8.91,0
"深圳机票价格查询",92,1,1.01,8.29,0
"长春折扣机票",5,1,1.1,5,0
"广州特价飞机票",1603,22,9.83,8.43,1
"深圳飞机时刻表",84,3,1.93,5.35,0
"济南特价机票价格查询",9,1,0.69,7.14,0
"厦门机票价格查询",42,5,3.12,9.18,0
"杭州航班时刻表",99,4,3.89,4.98,0
"深圳机票预订",583,17,9.89,8.43,3
"特价机票",3100,59,33.84,10.12,2
"艺龙网机票查询",747,2,0.94,6.46,0
"广州打折机票",24,1,0.93,9.22,0
"买机票最便宜",9,1,0.49,7.33,0
"西双版纳特价飞机票",15,2,1.45,5,0
"青岛机票",57,2,1.54,6.38,0
"北京特价机票",47,6,6.9,3.96,0
"十一放假安排2013",124,1,0.63,1,0
"天津机票",21,2,1.09,5.32,0
"深圳机票多少钱",42,1,0.43,8.56,0
"上海-预订机票",179,8,6.67,8.26,0
"低价机票",261,24,24.43,5.98,1
"广州机票团购网",7,1,0.96,5.25,0
"机票查询",15877,250,254.62,10.52,17
"乌鲁木齐-机票",38,1,0.71,8.06,0
"网上预订机票",2008,75,96.62,6.5,18
"网上机票",2180,64,49.65,6.54,1
"北京飞机时刻表",280,4,2.68,4.85,0
"哈尔滨飞机时刻表",33,1,0.78,4.44,0
"三亚飞机",225,2,1.25,7.19,0
"昆明-特价机票",675,15,9.61,7.88,0
"南京优惠机票",48,1,0.51,9.71,0
"重庆飞机票价",265,1,0.53,7.53,1
"厦门打折机票",16,2,1.04,8.42,0
"预定特价机票",376,5,3.25,10,0
"太原航班时刻表",42,2,1.31,4.13,0
"西安飞机",184,1,0.53,7.63,0
"南京打折机票",33,5,4.43,6.03,0
"北京-飞机票",206,1,0.79,8.79,0
"飞机票哪里最便宜",18,2,0.94,9.8,0
"上海特价机票预定",4,1,1.09,9,0
"太原特价飞机票",60,1,0.79,7.47,0
"2013年春节打折机票",3,1,0.96,1,0
"成都廉价机票",7,1,1.19,1,0
"厦门便宜机票",59,1,0.78,8.7,0
"去哪儿特价机票",3950,2,1.41,10.98,0
"北京折扣机票",66,2,1.01,8.02,0
"重庆特价飞机票",141,1,0.21,9.65,0
"海口特价飞机票",104,9,8.9,6.98,0
"三亚特价机票",30,5,2.95,6.72,0
"深圳特价机票预定",5,1,0.99,5,0
"最便宜飞机票",439,18,9.34,6.98,2
"五一机票预订",7,1,1.28,5,0
"飞机票最便宜",12,1,0.44,5.88,0
"南昌特价机票",79,1,0.52,8.21,0
"南京特价机票",26,1,0.65,9,0
"飞机票预定",2567,11,11.34,8.04,0
"武汉特价机票",54,1,0.53,7.67,0
"机票预订",6638,110,109.81,10.21,10
"深圳航班时刻表",75,3,2.7,4.85,0
"济南特价飞机票查询",6,1,0.79,6.33,0
"飞机票-查询",60,1,0.45,10.88,0
"北京机票团购",5,1,0.69,1,0
"广州-机票",8,1,1.85,4.33,0
"深圳打折机票",53,1,0.43,7.4,0
"杭州机票",17,2,1.89,3.88,0
"深圳网上订机票",4,1,0.83,2,0
"上海特价机票预订网",9,1,1.11,4.67,0
"天津特价飞机票",192,1,0.77,8.02,0
"特价机票票价查询",89,1,0.34,10.97,0
"飞机票什么时候打折",33,1,0.49,4.94,0
"特价机票-去哪儿",502,5,2.33,10.36,0
"温州航班查询",110,1,0.45,8.9,0
"成都-飞机票",86,1,0.3,10.12,0
"特价昆明机票",64,2,1.25,8.65,0
"途牛特价机票",7,3,1.38,1,1
"三亚机票预定",32,1,0.63,6.79,0
"深圳机票查询",145,1,0.9,8.6,0
"长春的飞机",108,1,0.3,5.96,0
"成都便宜机票",31,1,0.58,5.63,0
"买飞机票",1929,46,26.79,5.7,3
"长春便宜机票",24,1,0.72,9.05,0
"三亚便宜机票",72,3,1.85,6,0
"大连飞机票多少钱",11,1,0.78,7.33,0
"杭州飞机票价",83,2,1.49,10.01,0
"哈尔滨航班查询",211,2,1,6.29,0
"北京出发特价机票",7,1,0.7,3.25,0
"北京-飞机票",474,3,2.47,6.45,0
"三亚机票",556,7,6.88,7.81,0
"购机票",88,4,3.73,9.1,0
"青岛打折机票",14,1,0.64,9.6,0
"三亚的飞机票",82,3,1.43,6.33,0
"成都订机票",3,1,0.95,8.5,0
"郑州机票预订",24,1,0.73,8.18,0
"机票查询网",320,3,1.61,12.85,0
"订上海机票",255,2,1.24,8.78,0
"厦门飞机时刻表",27,1,0.61,3.81,0
"上海机票打折",10,1,0.61,6.6,0
"青岛机票",56,2,1.15,8.98,0
"特价大连飞机票查询",17,1,1.01,8.5,0
"飞机票在哪买便宜",17,2,0.84,6.87,0
"海口机票预订",6,1,0.62,4,0
"沈阳飞机票查询",7,1,0.6,5.5,0
"呼和浩特折扣机票",13,2,1.83,7.67,0
"深圳航班预订",8,1,0.83,5.5,0
"飞机特价票",47,4,4.82,4.68,0
"广州特价机票",200,1,0.3,10.62,0
"特价飞机票价查询",24,1,0.48,9.78,0
"太原飞机时刻表",25,1,0.62,4.14,0
"上海-便宜飞机票",228,1,0.3,8.61,0
"济南的飞机票",52,1,0.64,8.04,0
"上海飞机票查询",159,1,0.79,8.31,0
"飞机订票",124,4,2.52,9.88,0
"烟台特价机票价格查询",6,1,0.5,4,0
"深圳机票价格",2821,66,50.24,5.15,1
"深圳机票查询",86,6,4.79,6.67,0
"重庆特价机票查询",12,1,0.48,10.4,0
"成都特价机票",37,2,2.34,2.54,0
"十一放假安排2013",721,3,2.33,1,0
"银川特价机票",34,2,1.42,8.45,0
"西宁飞机票",84,2,1.48,6.54,0
"打折机票",2478,60,32.77,8.12,0
"广州的机票",36,1,0.75,8.78,0
"大连订机票",15,1,0.69,7,0
"国内机票预订",47,3,2.41,8.77,0
"广州便宜机票",7,1,0.92,2.25,0
"哪个网机票最便宜",37,4,1.96,5.14,0
"昆明机票多少钱",74,1,0.3,8.86,0
"深圳的机票",65,2,2.85,4.31,0
"艺龙网机票查询",704,1,0.47,7.18,0
"厦门机票",205,2,1.36,7.18,0
"广州折扣机票",5,2,1.89,4.67,0
"沈阳-机票",5,1,0.62,5,0
"机票预订网",576,6,4.03,11.91,0
"便宜五一飞机票",11,1,1,2.67,0
"大连机票",45,2,1.5,6.9,0
"大连飞机",112,1,0.9,5.86,0
"广州机票",80,1,0.85,6.84,0
"深圳特价机票",298,4,2.68,9.5,0
"天津特价飞机票",198,5,4.88,7.16,0
"北京-打折飞机票",10,2,1.39,3.83,0
"北京飞机票查询",89,2,1.28,10.29,0
"预订机票",3382,57,29.57,9.85,12
"飞机票",36776,521,529.71,7.78,18
"飞机票预订",782,3,3.13,11.95,0
"成都航空公司官网订票",9,1,0.68,5.6,0
"盐城飞机票",7,1,0.75,9.25,0
"最便宜的机票网",55,4,1.96,4.3,2
"广州到福州飞机票",7,1,1.28,5,0
"厦门特价机票",56,3,2.5,5.06,0
"重庆的航班",20,2,1.29,6.56,0
"预定廉价机票",72,4,2.73,6.24,0
"提前多久买机票最便宜",12,1,0.47,1.5,0
"深圳的航班",268,4,2.65,4.81,0
"哪些网站订机票便宜",11,1,0.36,10.5,0
"网上订机票",3099,55,55.99,6.91,2
"途牛特价机票",14,2,1.47,1,0
"海口低价机票",6,1,0.68,6.67,0
"网上重庆飞机票",7,1,1.07,9.67,0
"上海机票查询",37,1,0.95,8.58,0
"长沙飞机票预定",12,1,0.74,8.38,0
"订机票",380,6,3.09,8.04,0
"宁波机票",23,1,0.74,6.85,0
"深圳到长沙特价机票",39,2,4.01,8.62,0
"五一特价飞机票",6,2,2.34,2.67,0
"武汉飞机时刻表",53,1,0.7,4.41,0
"厦门的飞机",98,1,0.38,4.96,0
"儿童机票",327,1,0.84,4.64,0
"网上订购机票",17,1,0.61,12,0
"哈尔滨航班",94,1,0.65,6.19,1
"深圳机票价格查询",10,1,1.25,13.5,0
"飞机票的查询",92,1,0.45,9.09,0
"沈阳机票",5,1,0.52,10,0
"民航机票预订",129,1,1.01,4.04,0
"飞机票价查询",2824,9,8.02,11.85,0
"上海-预订机票",303,10,6.33,7.95,0
"特价长沙飞机票",16,2,1.54,9.75,0
"北京便宜飞机票",8,1,0.91,7,0
"北京机票票价查询",177,2,1.05,7.98,0
"春节飞机票预订",5,1,0.98,3,0
"飞机儿童票标准",93,10,7.84,1.63,0
"广州便宜机票",231,4,3.87,9.3,0
"广州-机票",9,1,0.96,4.67,0
"珠海飞机时刻表",7,2,1.48,6.6,0
"成都-机票",8,3,3.2,1.2,0
"机票",1889,17,8.32,8.4,1
"网上低价往返机票",300,25,19.05,6.45,3
"烟台的飞机票",66,3,1.82,5.9,0
"机票",83228,689,338.56,7.46,44
"长沙低价机票",10,1,0.64,8,0
"北京打折机票",62,1,0.57,5.85,0
"重庆航班时刻表",22,1,0.38,4.11,0
"湛江特价机票",6,1,0.65,3,0
"深圳机票订购",5,1,0.77,5.5,0
"特价机票",17203,200,112.77,9.49,1
"呼和浩特的飞机",173,2,1.5,5.24,0
"儿童坐飞机票价",126,14,11.53,1.86,0
"长春特价机票",385,3,2.09,7.15,0
"哈尔滨便宜机票",317,2,1.21,10.78,0
"机票查询票价",49,1,0.5,10.74,0
"太原的机票多少钱",4,1,0.79,6,0
"天津机票网站",4,1,0.63,12,0
"拉萨飞机票",32,1,0.67,8.06,0
"深圳打折机票预订",5,1,0.84,8,0
"广州便宜机票",635,13,8.59,7.41,0
"青岛飞机票",26,1,0.63,9.95,0
"北京的飞机票",60,1,0.65,8.98,0
"成都飞机票查询价格",37,1,1.1,8.35,0
"儿童飞机票怎么买",208,1,0.45,4.11,0
"昆明飞机票预订",6,1,0.53,5,0
"广州优惠机票",5,1,0.96,3,0
"订机票-深圳",1276,29,18.89,6.43,0
"北京廉价机票",9,1,0.7,8.8,0
"乌鲁木齐折扣机票",16,1,0.72,9.64,0
"什么时候机票最便宜",108,1,0.45,6.32,0
"三亚机票特价",21,1,0.6,6.94,0
"厦门的飞机票",193,1,0.64,8.34,0
"深圳-特价机票",6,1,1.59,1,0
"北京特价机票网",14,5,3.85,4.42,0
"最低折扣机票",57,5,3.38,6.84,0
"哈尔滨订机票",14,1,0.57,9.09,0
"广州飞机票查询",116,2,1.75,8.59,0
